id,reference_text,predicted_text,norm_reference_text,norm_predicted_text,wer,wil,substitutions,deletions,insertions,hits,audio_duration,transcription_time,metadata_uuid,model,dataset,dataset_split,engine
723,"פרופסור אמיר ירון מחדד כאן את השאלה שבנקים מרכזיים מתמודדים איתה בימים אלה, כולל בנק ישראל."," פרופסור אמיר ירון מחדד כאן את השאלה שבנקים מרכזיים מתמודדים איתה בימים אלה, כולל בנק ישראל.",פרופסור אמיר ירון מחדד כאן את השאלה שבנקים מרכזיים מתמודדים איתה בימים אלה כולל בנק ישראל,פרופסור אמיר ירון מחדד כאן את השאלה שבנקים מרכזיים מתמודדים איתה בימים אלה כולל בנק ישראל,0.0,0.0,0,0,0,16,5.960022675736962,3.6261010419984814,gold_002_line_080,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
724,"עליות המחירים הן משהו ממשי, אי אפשר להתכחש לזה, אבל, אהמ, אבל, האם האינפלציה הזו שאנחנו רואים עכשיו היא אינפלציה זמנית או משהו ארוך טווח? אהמ, או משהו ארוך טווח?"," עליות המחירים הן משהו ממשי, אי אפשר להתכחש לזה. אבל, אבל, האם האינפלציה הזו שאנחנו רואים עכשיו היא אינפלציה זמנית או משהו ארוך טווח? או משהו ארוך טווח?",עליות המחירים הן משהו ממשי אי אפשר להתכחש לזה אבל אהמ אבל האם האינפלציה הזו שאנחנו רואים עכשיו היא אינפלציה זמנית או משהו ארוך טווח אהמ או משהו ארוך טווח,עליות המחירים הן משהו ממשי אי אפשר להתכחש לזה אבל אבל האם האינפלציה הזו שאנחנו רואים עכשיו היא אינפלציה זמנית או משהו ארוך טווח או משהו ארוך טווח,0.06666666666666667,0.06666666666666665,0,2,0,28,14.0,4.969607208000525,gold_002_line_081,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
725,"כי לכל אחת מהתשובות האלה יש צעדי מדיניות שונים שבנק ישראל צריך לנקוט, ולפני שנוקטים בצעדים צריך לענות על החידה הזאת."," כי לכל אחת מהתשובות האלה יש צעדי מדיניות שונים שבנק ישראל צריך לנקוט, ולפני שנוקטים את הצעדים צריך לענות על החידה הזאת.",כי לכל אחת מהתשובות האלה יש צעדי מדיניות שונים שבנק ישראל צריך לנקוט ולפני שנוקטים בצעדים צריך לענות על החידה הזאת,כי לכל אחת מהתשובות האלה יש צעדי מדיניות שונים שבנק ישראל צריך לנקוט ולפני שנוקטים את הצעדים צריך לענות על החידה הזאת,0.09523809523809523,0.13419913419913432,1,0,1,20,8.2,4.269247459000326,gold_002_line_082,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
726,"ומאחר שכלכלה היא לא מדע מדויק, אין כאן תשובה אחת ברורה. יש סיבות לחשוב ככה, ויש סיבות לחשוב ככה."," ומאחר שכלכלה היא לא מדע מדויק, אין כאן תשובה אחת ברורה. יש סיבות לחשוב ככה, ויש סיבות לחשוב ככה.",ומאחר שכלכלה היא לא מדע מדויק אין כאן תשובה אחת ברורה יש סיבות לחשוב ככה ויש סיבות לחשוב ככה,ומאחר שכלכלה היא לא מדע מדויק אין כאן תשובה אחת ברורה יש סיבות לחשוב ככה ויש סיבות לחשוב ככה,0.0,0.0,0,0,0,19,7.4,3.8245756670003175,gold_002_line_083,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
727,"ולמען האמת בימים אלה ממש מתפתחים מחנות של כלכלנים שחושבים שזה זמני, וכלכלנים שחושבים את ההפך.",ולמען האמת בימים אלה ממש מתפתחים מחנות של כלכלנים שחושבים שזה זמני וכלכלנים שחושבים את ההפך.,ולמען האמת בימים אלה ממש מתפתחים מחנות של כלכלנים שחושבים שזה זמני וכלכלנים שחושבים את ההפך,ולמען האמת בימים אלה ממש מתפתחים מחנות של כלכלנים שחושבים שזה זמני וכלכלנים שחושבים את ההפך,0.0,0.0,0,0,0,16,7.36,3.146621457999572,gold_002_line_084,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
728,"וכל אחד כותב איזה טור נוקב כזה נגד המחנה השני באיזה עיתון אמריקני חשוב, ובכל יום שעובר הלחץ על נגידי בנקים מרכזיים גדל."," וכל אחד כותב איזה טור נוקב כזה נגד המחנה השני באיזה עיתון אמריקני חשוב, ובכל יום שעובר הלחץ על נגידי בנקים מרכזיים גדל.",וכל אחד כותב איזה טור נוקב כזה נגד המחנה השני באיזה עיתון אמריקני חשוב ובכל יום שעובר הלחץ על נגידי בנקים מרכזיים גדל,וכל אחד כותב איזה טור נוקב כזה נגד המחנה השני באיזה עיתון אמריקני חשוב ובכל יום שעובר הלחץ על נגידי בנקים מרכזיים גדל,0.0,0.0,0,0,0,23,9.36,4.889392666002095,gold_002_line_085,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
729,"והאמת היא שבנק ישראל החליט לאיזה מחנה הוא משתייך, לפחות בנתיים מחנה אינפלציה זמנית. אהמ."," והאמת היא שבנק ישראל החליט לאיזה מחנה הוא משתייך, לפחות בינתיים, מחנה אינפלציה זמנית.",והאמת היא שבנק ישראל החליט לאיזה מחנה הוא משתייך לפחות בנתיים מחנה אינפלציה זמנית אהמ,והאמת היא שבנק ישראל החליט לאיזה מחנה הוא משתייך לפחות בינתיים מחנה אינפלציה זמנית,0.13333333333333333,0.1952380952380952,1,1,0,13,6.5,2.7425089169992134,gold_002_line_086,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
730,"והאמת היא שבנק ישראל החליט בינתיים לאיזה מחנה הוא משתייך, מחנה אינפלציה זמנית או מחנה אינפלציה מתמשכת,"," והאמת היא שבנק ישראל החליט בינתיים לאיזה מחנה הוא משתייך, מחנה אינפלציה זמנית או מחנה אינפלציה מתמשכת.",והאמת היא שבנק ישראל החליט בינתיים לאיזה מחנה הוא משתייך מחנה אינפלציה זמנית או מחנה אינפלציה מתמשכת,והאמת היא שבנק ישראל החליט בינתיים לאיזה מחנה הוא משתייך מחנה אינפלציה זמנית או מחנה אינפלציה מתמשכת,0.0,0.0,0,0,0,17,6.28,3.6321493750001537,gold_002_line_087,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
731,"אבל, רגע לפני שנגיע לתשובה של הנגיד, בואו נבין שנייה איך בכלל הגענו למצב הזה שהאינפלציה חזרה לחיינו."," אבל רגע לפני שנגיע לתשובה של הנגיד, בואו נבין שנייה איך בכלל הגענו למצב הזה שהאינפלציה חזרה לחיינו.",אבל רגע לפני שנגיע לתשובה של הנגיד בואו נבין שנייה איך בכלל הגענו למצב הזה שהאינפלציה חזרה לחיינו,אבל רגע לפני שנגיע לתשובה של הנגיד בואו נבין שנייה איך בכלל הגענו למצב הזה שהאינפלציה חזרה לחיינו,0.0,0.0,0,0,0,18,8.04,3.6379796670007636,gold_002_line_088,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
732,אינפלציה מוגדרת בתור עלייה עקבית ומתמשכת ברמת המחירים.,אינפלציה מוגדרת בתור עלייה עקבית ומתמשכת ברמת המחירים.,אינפלציה מוגדרת בתור עלייה עקבית ומתמשכת ברמת המחירים,אינפלציה מוגדרת בתור עלייה עקבית ומתמשכת ברמת המחירים,0.0,0.0,0,0,0,8,4.24,3.298296583001502,gold_002_line_089,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
733,וכאן בעצם הניואנס הכי חשוב שצריך לזכור בהקשר הזה.,וכאן בעצם הניואנס הכי חשוב שצריך לזכור בהקשר הזה.,וכאן בעצם הניואנס הכי חשוב שצריך לזכור בהקשר הזה,וכאן בעצם הניואנס הכי חשוב שצריך לזכור בהקשר הזה,0.0,0.0,0,0,0,9,3.04,2.7175031670012686,gold_002_line_090,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
734,"אינפלציה היא לא רמת המחירים עצמה,",אינפלציה היא לא רמת המחירים עצמה.,אינפלציה היא לא רמת המחירים עצמה,אינפלציה היא לא רמת המחירים עצמה,0.0,0.0,0,0,0,6,2.84,1.6760442920021887,gold_002_line_091,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
735,היא לא כמה יקר או זול לחיות בישראל או בארצות הברית או בזימבבואה.,היא לא כמה יקר או זול לחיות בישראל או בארצות הברית או בזימבבואה.,היא לא כמה יקר או זול לחיות בישראל או בארצות הברית או בזימבבואה,היא לא כמה יקר או זול לחיות בישראל או בארצות הברית או בזימבבואה,0.0,0.0,0,0,0,13,4.4,3.041142417001538,gold_002_line_092,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
736,"היא יכולה להיות מדינה כמו ישראל, שהיא מדינה שיקר לחיות בה יחסית,"," יכולה להיות מדינה כמו ישראל, שהיא מדינה שיקר לחיות בה יחסית.",היא יכולה להיות מדינה כמו ישראל שהיא מדינה שיקר לחיות בה יחסית,יכולה להיות מדינה כמו ישראל שהיא מדינה שיקר לחיות בה יחסית,0.08333333333333333,0.08333333333333337,0,1,0,11,3.88,2.3059909590010648,gold_002_line_093,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
737,אבל שקצב עליית המחירים בה הוא איטי.,אבל שקצב עליית המחירים בה הוא איטי.,אבל שקצב עליית המחירים בה הוא איטי,אבל שקצב עליית המחירים בה הוא איטי,0.0,0.0,0,0,0,7,2.38,2.1557091670001682,gold_002_line_094,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
738,"כלומר, יקר יקר, אבל מתייקר לאט."," כלומר, יקר יקר אבל מתייקר לאט.",כלומר יקר יקר אבל מתייקר לאט,כלומר יקר יקר אבל מתייקר לאט,0.0,0.0,0,0,0,6,2.94,2.1313705840002513,gold_002_line_095,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
739,"ויכולה להיות מדינה אחרת שרמת המחירים בה היא נמוכה,",ויכולה להיות מדינה אחרת שרמת המחירים בה היא נמוכה.,ויכולה להיות מדינה אחרת שרמת המחירים בה היא נמוכה,ויכולה להיות מדינה אחרת שרמת המחירים בה היא נמוכה,0.0,0.0,0,0,0,9,3.24,2.742155334002746,gold_002_line_096,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
740,אבל שהמחירים בה מתייקרים מהר.,אבל שהמחירים בה מתייקרים מהר.,אבל שהמחירים בה מתייקרים מהר,אבל שהמחירים בה מתייקרים מהר,0.0,0.0,0,0,0,5,2.08,1.6595057499980612,gold_002_line_097,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
741,"כלומר, זיל הזול, אבל מתייקר מהר."," כלומר, זיל הזול אבל מתייקר מהר.",כלומר זיל הזול אבל מתייקר מהר,כלומר זיל הזול אבל מתייקר מהר,0.0,0.0,0,0,0,6,2.74,1.8304674999999406,gold_002_line_098,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
742,"מה שמעניין את בנק ישראל היא לא רמת המחירים בישראל, אלא קצב השינוי של המחירים."," מה שמעניין את בנק ישראל היא לא רמת המחירים בישראל, אלא קצב השינוי של המחירים.",מה שמעניין את בנק ישראל היא לא רמת המחירים בישראל אלא קצב השינוי של המחירים,מה שמעניין את בנק ישראל היא לא רמת המחירים בישראל אלא קצב השינוי של המחירים,0.0,0.0,0,0,0,15,5.32,3.1652099580023787,gold_002_line_099,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
